Date,Time,Accel_X (g),Accel_Y (g),Accel_Z (g),Gyro_X (°/s),Gyro_Y (°/s),Gyro_Z (°/s),Mag_X (G),Mag_Y (G),Mag_Z (G),Timestamp (s)
2025-10-20,12:57:49.357,-0.87836,-0.31993,-0.08291,14.46409,10.60898,20.50825,-0.46522,-0.21979,0.2121,4.0
2025-10-20,12:57:49.457,-0.92269,-0.26889,-0.04845,22.03411,13.53193,4.09542,-0.46442,-0.21981,0.2121,104.0
2025-10-20,12:57:49.557,-0.88339,-0.27981,-0.11039,22.2887,3.24119,-8.03731,-0.46103,-0.22772,0.2121,204.0
2025-10-20,12:57:49.657,-0.94872,-0.41755,-0.22246,2.24377,1.99966,-3.32991,-0.45753,-0.23836,0.2121,304.0
2025-10-20,12:57:49.757,-0.95963,-0.43351,-0.29419,-0.54382,-2.56362,1.41077,-0.458,-0.23541,0.2121,404.0
2025-10-20,12:57:49.857,-0.84731,-0.43925,-0.12002,9.49878,-9.79849,-7.49298,-0.46006,-0.24139,0.2121,504.0
2025-10-20,12:57:49.957,-0.86061,-0.45464,-0.13135,-8.11223,3.05105,-7.27234,-0.45776,-0.2459,0.2121,604.0
2025-10-20,12:57:50.057,-0.94678,-0.48569,-0.22889,-1.01353,-0.62681,-5.59531,-0.45501,-0.24669,0.2121,704.0
2025-10-20,12:57:50.157,-0.84099,-0.50122,-0.16882,10.61624,-6.37361,-7.02862,-0.4545,-0.25289,0.2121,804.0
2025-10-20,12:57:50.256,-0.6024,-0.58967,-0.38982,27.56418,44.8916,-7.26268,-0.44895,-0.2626,0.2121,904.0
2025-10-20,12:57:50.356,-0.27288,-0.37055,-0.29616,75.00088,92.02859,67.07712,-0.43096,-0.26874,0.2121,1004.0
2025-10-20,12:57:50.457,-0.56424,0.05936,-0.30927,109.08853,74.2645,211.26994,-0.44899,-0.21954,0.2121,1104.0
2025-10-20,12:57:50.557,-1.08401,0.70934,-0.16593,205.74324,-29.60332,270.15675,-0.49482,-0.11071,0.2121,1204.0
2025-10-20,12:57:50.657,-1.1908,2.33035,1.5024,274.5372,-190.372,314.7172,-0.52823,0.03358,0.2121,1304.0
2025-10-20,12:57:50.757,-1.44895,5.59535,-0.05852,-344.3552,15.5568,537.5888,-0.44471,0.27923,0.2121,1404.0
2025-10-20,12:57:50.857,-0.65211,2.7581,-1.1481,-722.2376,600.404,-512.8256,-0.55197,-0.09343,0.2121,1504.0
2025-10-20,12:57:50.957,0.27996,-0.0772,-0.5434,-57.31922,70.94156,-191.05396,-0.38131,-0.40346,0.2121,1604.0
2025-10-20,12:57:51.057,-0.09351,-0.23162,-0.05105,113.24978,31.49824,11.42091,-0.3333,-0.43632,0.2121,1704.0
2025-10-20,12:57:51.157,-0.11314,-0.35402,0.1546,101.39604,37.57375,59.76559,-0.35241,-0.42816,0.2121,1804.0
2025-10-20,12:57:51.257,-0.27415,-0.34356,0.19778,45.03743,86.38008,85.05371,-0.40425,-0.38809,0.2121,1904.0
2025-10-20,12:57:51.357,-0.339,-0.59803,0.45608,-49.89075,149.42007,160.85635,-0.45147,-0.32281,0.2121,2004.0
2025-10-20,12:57:51.457,-2.17561,-1.29079,-0.07753,-53.96741,95.0031,107.84292,-0.49582,-0.19227,0.2121,2104.0
2025-10-20,12:57:51.557,-1.23076,-0.77896,0.05068,17.78826,-8.1936,-4.79651,-0.49552,-0.16479,0.2121,2204.0
2025-10-20,12:57:51.657,-0.84787,-0.4078,-0.02233,9.62043,-10.8241,-26.67581,-0.49389,-0.18079,0.2121,2304.0
2025-10-20,12:57:51.757,-0.80452,-0.38788,-0.1133,3.94856,-12.31699,-11.82568,-0.49342,-0.19648,0.2121,2404.0
2025-10-20,12:57:51.857,-0.87265,-0.43304,-0.07679,0.06929,-3.97354,-7.13975,-0.49288,-0.20149,0.2121,2504.0
2025-10-20,12:57:51.957,-0.82483,-0.55808,-0.26055,28.41738,17.30889,-0.53951,-0.49249,-0.20744,0.2121,2604.0
2025-10-20,12:57:52.057,-0.54878,-0.72415,-0.51061,135.95662,166.24233,46.71327,-0.47192,-0.22447,0.2121,2704.0
2025-10-20,12:57:52.157,-0.58589,-0.16597,-0.18826,205.87695,119.37816,214.10513,-0.46476,-0.20348,0.2121,2804.0
2025-10-20,12:57:52.256,-0.73998,1.03402,0.19165,246.0612,-14.2212,298.4268,-0.51359,-0.0957,0.2121,2904.0
2025-10-20,12:57:52.357,-0.80457,3.60688,1.53426,224.2436,-135.8504,381.8304,-0.52792,0.10465,0.2121,3004.0
2025-10-20,12:57:52.456,-1.73648,5.55918,-1.24598,-510.44,178.4328,534.0384,-0.36746,0.38123,0.2121,3104.0
2025-10-20,12:57:52.557,-0.33552,2.18686,-1.07168,-646.6964,534.0076,-527.6208,-0.50881,-0.10395,0.2121,3204.0
2025-10-20,12:57:52.657,0.6673,0.03016,-0.50205,-73.42232,107.82365,-223.04876,-0.34189,-0.44541,0.2121,3304.0
2025-10-20,12:57:52.756,0.04273,-0.15302,-0.09952,52.96274,139.21875,33.79409,-0.29135,-0.46848,0.2121,3404.0
2025-10-20,12:57:52.857,-0.17323,-0.22018,-0.00717,50.06558,146.99099,96.92716,-0.33785,-0.44061,0.2121,3504.0
2025-10-20,12:57:52.957,-0.2301,-0.2728,0.26333,11.90852,100.55251,175.18308,-0.41348,-0.37455,0.2121,3604.0
2025-10-20,12:57:53.057,-1.73247,-0.63408,0.01807,-75.88388,130.39641,235.37561,-0.49111,-0.21033,0.2121,3704.0
2025-10-20,12:57:53.157,-2.16733,-1.03253,-0.17456,-6.69346,30.03918,39.10649,-0.49785,-0.0951,0.2121,3804.0
2025-10-20,12:57:53.257,-1.18832,-0.5663,-0.11432,-5.4479,17.36448,-23.37274,-0.49086,-0.09747,0.2121,3904.0
2025-10-20,12:57:53.357,-0.854,-0.28828,-0.16704,10.84424,-12.5321,-24.47376,-0.48527,-0.11654,0.2121,4004.0
2025-10-20,12:57:53.457,-0.82735,-0.30535,-0.19519,9.56162,-11.9198,-10.57917,-0.48838,-0.13277,0.2121,4104.0
2025-10-20,12:57:53.557,-0.98094,-0.64621,-0.31287,-2.68931,12.94299,-28.00176,-0.48713,-0.14404,0.2121,4204.0
2025-10-20,12:57:53.656,-1.30191,-1.40916,-0.64107,17.52319,117.23782,-124.5918,-0.4497,-0.18837,0.2121,4304.0
2025-10-20,12:57:53.757,-0.36309,-0.76876,-1.01412,120.72876,225.33376,-165.41505,-0.29438,-0.29974,0.2121,4404.0
2025-10-20,12:57:53.856,0.3573,0.19373,-0.55943,193.23208,169.71877,57.06322,-0.16615,-0.40274,0.2121,4504.0
2025-10-20,12:57:53.957,-0.10948,0.70519,-0.21856,136.10838,135.83143,248.96473,-0.25126,-0.41907,0.2121,4604.0
2025-10-20,12:57:54.057,-1.1745,1.40529,0.11626,136.4692,63.9408,355.9416,-0.43733,-0.29315,0.2121,4704.0
2025-10-20,12:57:54.157,-1.40598,4.76379,2.8227,270.5164,-319.3428,596.624,-0.49529,0.06223,0.2121,4804.0
2025-10-20,12:57:54.257,-3.40602,5.01926,-1.09691,-678.9216,719.3648,239.4476,-0.4545,0.16236,0.2121,4904.0
2025-10-20,12:57:54.355,0.56156,1.35212,-0.81793,-312.57863,101.0306,-627.92685,-0.39716,-0.36057,0.2121,5004.0
2025-10-20,12:57:54.457,0.33131,-0.09882,-0.51339,30.14392,36.05588,-44.21919,-0.23111,-0.44789,0.2121,5104.0
2025-10-20,12:57:54.557,0.05864,-0.1953,-0.0627,96.55642,24.54778,59.31412,-0.23751,-0.46242,0.2121,5204.0
2025-10-20,12:57:54.656,-0.08954,-0.25879,0.01722,47.58896,65.90574,123.44944,-0.30224,-0.44642,0.2121,5304.0
2025-10-20,12:57:54.757,-0.27237,-0.27618,0.00378,-45.27021,141.30954,211.23429,-0.39879,-0.37199,0.2121,5404.0
2025-10-20,12:57:54.857,-2.10582,-0.96526,-0.34636,-68.27244,100.93375,203.2416,-0.47723,-0.20099,0.2121,5504.0
2025-10-20,12:57:54.957,-1.71201,-0.9038,-0.20785,-6.72649,29.93364,25.11258,-0.47664,-0.12073,0.2121,5604.0
2025-10-20,12:57:55.057,-0.97059,-0.47523,-0.11653,-3.10745,8.30881,-9.34824,-0.46915,-0.12196,0.2121,5704.0
2025-10-20,12:57:55.156,-0.87457,-0.35565,-0.24989,0.97244,-11.40337,-22.3662,-0.46942,-0.13192,0.2121,5804.0
2025-10-20,12:57:55.257,-0.83077,-0.34124,-0.25722,-6.58872,1.36157,-30.12007,-0.46763,-0.14696,0.2121,5904.0
2025-10-20,12:57:55.357,-1.01606,-0.55577,-0.39227,20.47031,47.81455,-30.2269,-0.44774,-0.16665,0.2121,6004.0
2025-10-20,12:57:55.457,-0.56129,-0.44823,-0.40565,161.11187,13.41028,82.56983,-0.43852,-0.19667,0.2121,6104.0
2025-10-20,12:57:55.557,-0.57217,0.14873,-0.05512,248.4897,-6.62959,262.77893,-0.49622,-0.15639,0.2121,6204.0
2025-10-20,12:57:55.657,-0.69673,1.41501,0.64395,320.32,-95.1244,314.146,-0.54969,-0.00126,0.2121,6304.0
2025-10-20,12:57:55.757,-0.07559,4.29699,1.62141,191.3912,-204.6436,448.4704,-0.4855,0.25545,0.2121,6404.0
2025-10-20,12:57:55.857,-2.10098,4.31664,-1.93707,-810.5524,775.978,300.846,-0.36411,0.29795,0.2121,6504.0
2025-10-20,12:57:55.957,0.30783,1.18314,-0.05294,-261.07463,287.10421,-663.82845,-0.45986,-0.33983,0.2121,6604.0
2025-10-20,12:57:56.057,0.54005,-0.50715,-0.07506,43.89983,81.73381,-41.08683,-0.25225,-0.48152,0.2121,6704.0
2025-10-20,12:57:56.157,-0.1434,-0.43583,0.14798,100.33096,65.81067,71.7158,-0.28389,-0.46848,0.2121,6804.0
2025-10-20,12:57:56.257,-0.2735,-0.52227,0.19111,78.52163,102.90828,83.40727,-0.34365,-0.4338,0.2121,6904.0
2025-10-20,12:57:56.357,-0.36034,-0.45079,0.21495,30.36226,118.04751,100.64896,-0.41418,-0.37968,0.2121,7004.0
2025-10-20,12:57:56.457,-0.70377,-0.6338,0.37755,-46.48359,165.66709,144.68831,-0.46552,-0.303,0.2121,7104.0
2025-10-20,12:57:56.557,-1.72736,-1.08326,0.07762,-26.0729,71.77581,63.39666,-0.48993,-0.2114,0.2121,7204.0
2025-10-20,12:57:56.657,-1.32936,-0.74074,0.05355,0.83306,8.40066,-0.90401,-0.48657,-0.18862,0.2121,7304.0
2025-10-20,12:57:56.757,-0.88958,-0.47575,-0.0173,2.78679,-5.69604,-22.02746,-0.47757,-0.20254,0.2121,7404.0
2025-10-20,12:57:56.854,-0.75349,-0.43911,-0.07169,14.08623,-17.58926,-12.42638,-0.47773,-0.21892,0.2121,7504.0
2025-10-20,12:57:56.957,-0.87323,-0.56845,-0.10838,14.43669,-5.87893,-9.55706,-0.47921,-0.22748,0.2121,7604.0
2025-10-20,12:57:57.057,-0.87776,-0.96579,-0.22426,33.70496,23.70425,-32.10095,-0.47066,-0.24594,0.2121,7704.0
2025-10-20,12:57:57.156,-0.61899,-0.96512,-0.60346,96.69902,89.44241,-68.06594,-0.43632,-0.29321,0.2121,7804.0
2025-10-20,12:57:57.254,-0.14406,-0.31657,-0.47134,204.42437,159.12832,26.3301,-0.38431,-0.35148,0.2121,7904.0
2025-10-20,12:57:57.357,-0.49289,0.41646,-0.09978,213.54045,139.76499,205.33482,-0.42537,-0.31722,0.2121,8004.0
2025-10-20,12:57:57.456,-1.22318,1.35539,0.31869,234.66495,55.87168,285.34128,-0.51097,-0.16637,0.2121,8104.0
2025-10-20,12:57:57.557,-0.72309,4.02035,2.56297,272.9692,-351.1984,477.386,-0.47221,0.13845,0.2121,8204.0
2025-10-20,12:57:57.657,-2.8,4.90172,-1.205,-754.3116,711.5332,184.7076,-0.44794,0.11413,0.2121,8304.0
2025-10-20,12:57:57.757,0.69206,1.04805,-0.77297,-264.83489,96.17148,-544.56143,-0.36919,-0.38178,0.2121,8404.0
2025-10-20,12:57:57.857,-0.00807,-0.11456,-0.23489,66.00081,-6.90051,19.04434,-0.26184,-0.44869,0.2121,8504.0
2025-10-20,12:57:57.957,-0.22126,-0.22018,0.06929,114.32373,-25.45334,63.52388,-0.30673,-0.44401,0.2121,8604.0
2025-10-20,12:57:58.056,-0.32076,-0.31928,0.07036,61.89917,3.15015,108.96542,-0.36714,-0.40779,0.2121,8704.0
2025-10-20,12:57:58.157,0.009,-0.51071,0.29073,-27.53599,88.65286,134.67495,-0.43515,-0.34705,0.2121,8804.0
2025-10-20,12:57:58.257,-1.95965,-1.02743,0.12469,-121.60105,139.26597,196.34788,-0.51838,-0.19417,0.2121,8904.0
2025-10-20,12:57:58.357,-1.55666,-1.10288,0.01262,-28.07014,38.47449,-24.12322,-0.51557,-0.13215,0.2121,9004.0
2025-10-20,12:57:58.456,-1.01143,-0.44397,0.08002,10.32861,-10.74434,-15.30536,-0.51097,-0.14241,0.2121,9104.0
2025-10-20,12:57:58.557,-0.80948,-0.36349,-0.02374,7.24131,-16.66838,-15.45567,-0.50974,-0.15966,0.2121,9204.0
2025-10-20,12:57:58.657,-0.89595,-0.3891,-0.04594,0.81372,-7.95754,-8.25634,-0.51156,-0.16539,0.2121,9304.0
2025-10-20,12:57:58.757,-0.90113,-0.48484,-0.06875,3.66174,-5.67993,-5.26892,-0.51207,-0.17061,0.2121,9404.0
2025-10-20,12:57:58.857,-0.71995,-0.75767,-0.50734,62.40754,63.07625,-24.70836,-0.50626,-0.18382,0.2121,9504.0
2025-10-20,12:57:58.957,-0.26162,-0.61425,-0.44838,237.83928,127.61396,60.66208,-0.47664,-0.22515,0.2121,9604.0
2025-10-20,12:57:59.057,-0.78365,0.64276,-0.02992,360.15559,64.63881,242.61043,-0.49945,-0.18584,0.2121,9704.0
2025-10-20,12:57:59.157,-0.77832,3.49667,1.87395,412.7816,-88.3512,354.928,-0.53514,0.00676,0.2121,9804.0
2025-10-20,12:57:59.257,-2.06734,6.2148,-0.22336,-319.7656,106.036,632.6152,-0.40678,0.32042,0.2121,9904.0
2025-10-20,12:57:59.357,-0.7182,3.23198,-1.10442,-660.3436,629.7452,-591.43,-0.51067,-0.14521,0.2121,10004.0
2025-10-20,12:57:59.456,0.83559,0.16819,-0.37751,-55.68739,37.96764,-230.02005,-0.26444,-0.46772,0.2121,10104.0
2025-10-20,12:57:59.557,0.03079,-0.11572,0.07879,89.4553,39.74019,57.77666,-0.23378,-0.47991,0.2121,10204.0
2025-10-20,12:57:59.657,-0.12346,-0.17874,0.06775,82.49919,68.34448,80.07414,-0.28937,-0.46081,0.2121,10304.0
2025-10-20,12:57:59.754,-0.21867,-0.34006,0.15127,48.75396,87.52332,137.24096,-0.36943,-0.41185,0.2121,10404.0
2025-10-20,12:57:59.857,-0.93763,-0.81229,0.4883,-24.18442,99.04753,190.99306,-0.4699,-0.3078,0.2121,10504.0
2025-10-20,12:57:59.957,-1.79247,-1.28406,0.37495,-34.76924,67.82725,79.56845,-0.51324,-0.20068,0.2121,10604.0
2025-10-20,12:58:00.057,-1.28104,-0.79826,0.30339,-9.12898,17.65049,-11.12136,-0.51333,-0.17877,0.2121,10704.0
2025-10-20,12:58:00.157,-0.91198,-0.45465,0.12912,-1.31646,-5.43743,-24.87799,-0.50648,-0.19136,0.2121,10804.0
2025-10-20,12:58:00.257,-0.74484,-0.46871,-0.01473,7.6377,-4.53428,-13.4136,-0.50248,-0.20857,0.2121,10904.0
2025-10-20,12:58:00.357,-0.64266,-0.5876,-0.20144,57.06438,44.21646,1.26959,-0.49925,-0.21956,0.2121,11004.0
2025-10-20,12:58:00.457,-0.56904,-0.36197,-0.03945,174.92336,70.29822,92.74692,-0.49995,-0.21623,0.2121,11104.0
2025-10-20,12:58:00.557,-0.9273,0.41512,0.21158,263.68901,41.10337,215.34711,-0.53351,-0.13658,0.2121,11204.0
2025-10-20,12:58:00.657,-0.9965,1.50301,0.45467,325.18891,-91.06167,281.78174,-0.55601,0.02752,0.2121,11304.0
2025-10-20,12:58:00.757,-0.08086,3.88648,1.7268,217.3556,-204.1788,405.7648,-0.46918,0.28529,0.2121,11404.0
2025-10-20,12:58:00.855,-1.98066,4.69063,-1.5527,-762.6724,604.6628,378.2408,-0.3126,0.31613,0.2121,11504.0
2025-10-20,12:58:00.955,0.43324,1.7691,-0.37598,-445.0628,374.668,-699.2468,-0.41138,-0.36756,0.2121,11604.0
2025-10-20,12:58:01.056,0.93171,-0.29096,-0.2786,22.20011,91.77396,-68.43448,-0.14494,-0.50323,0.2121,11704.0
2025-10-20,12:58:01.157,-0.02995,-0.23566,0.05572,75.51248,125.4717,132.40473,-0.19998,-0.49412,0.2121,11804.0
2025-10-20,12:58:01.256,-0.26953,-0.20791,0.09586,63.26316,91.42112,129.42751,-0.31462,-0.45198,0.2121,11904.0
2025-10-20,12:58:01.357,-0.32444,-0.44464,0.26919,11.71113,128.45347,165.8998,-0.41208,-0.38155,0.2121,12004.0
2025-10-20,12:58:01.457,-1.45303,-0.8887,0.38666,-43.80959,121.29192,174.64411,-0.49169,-0.257,0.2121,12104.0
2025-10-20,12:58:01.557,-1.87157,-1.03483,0.20501,-14.8073,38.90229,50.50378,-0.50927,-0.16455,0.2121,12204.0
2025-10-20,12:58:01.657,-1.18378,-0.6171,0.08171,6.17461,6.54038,-14.61232,-0.50803,-0.15655,0.2121,12304.0
2025-10-20,12:58:01.756,-0.83359,-0.42794,0.02352,6.83767,-19.28518,-29.78724,-0.50461,-0.17644,0.2121,12404.0
2025-10-20,12:58:01.857,-0.8357,-0.53145,-0.05645,-4.97014,-1.92634,-26.36499,-0.5002,-0.19695,0.2121,12504.0
2025-10-20,12:58:01.955,-1.16533,-1.27678,-0.2739,-6.33252,81.97068,-70.40059,-0.48014,-0.22329,0.2121,12604.0
2025-10-20,12:58:02.057,-0.78,-1.11899,-0.81676,41.80349,266.65063,-177.15215,-0.36385,-0.2977,0.2121,12704.0
2025-10-20,12:58:02.157,0.21716,-0.04286,-0.56541,151.06926,241.82329,-81.32386,-0.15173,-0.38994,0.2121,12804.0
2025-10-20,12:58:02.257,0.13586,0.28745,-0.17164,103.71555,167.52898,170.92017,-0.11615,-0.43834,0.2121,12904.0
2025-10-20,12:58:02.357,-0.70333,0.59885,-0.06746,64.5456,79.6348,324.5928,-0.29624,-0.39693,0.2121,13004.0
2025-10-20,12:58:02.455,-1.41739,3.28746,2.90924,244.8348,-210.3892,532.3304,-0.49389,-0.14627,0.2121,13104.0
2025-10-20,12:58:02.557,-5.27688,6.6159,0.67715,-515.648,360.0996,348.1016,-0.48923,0.09207,0.2121,13204.0
2025-10-20,12:58:02.657,0.9294,2.4981,-0.94707,-370.28293,103.55638,-857.93787,-0.26664,-0.404,0.2121,13304.0
2025-10-20,12:58:02.757,0.61213,0.02283,-0.49734,66.61392,-32.04771,-48.81332,-0.04871,-0.44961,0.2121,13404.0
2025-10-20,12:58:02.856,0.1603,-0.04585,-0.12286,127.26511,-12.59495,111.44876,-0.08838,-0.48025,0.2121,13504.0
2025-10-20,12:58:02.954,-0.05858,-0.06591,-0.04169,87.63047,9.62607,192.36303,-0.22002,-0.47618,0.2121,13604.0
2025-10-20,12:58:03.057,-0.4489,-0.35511,0.13819,25.00942,81.06995,254.8122,-0.38734,-0.39592,0.2121,13704.0
2025-10-20,12:58:03.157,-1.72493,-1.27345,0.22487,-38.40842,104.45999,188.41362,-0.50601,-0.2431,0.2121,13804.0
2025-10-20,12:58:03.257,-1.57675,-1.07427,0.29576,1.54043,37.98706,32.86485,-0.52747,-0.16084,0.2121,13904.0
2025-10-20,12:58:03.357,-0.98435,-0.53817,0.28604,19.57039,9.36182,-8.98105,-0.51999,-0.16362,0.2121,14004.0
2025-10-20,12:58:03.457,-0.92536,-0.4455,0.14934,14.90479,-11.15925,-18.90369,-0.5173,-0.17849,0.2121,14104.0
2025-10-20,12:58:03.555,-0.8599,-0.45735,0.02784,11.6217,0.48743,-17.46339,-0.5165,-0.19066,0.2121,14204.0
2025-10-20,12:58:03.653,-0.62347,-0.50309,-0.19141,67.78616,43.56145,10.29144,-0.51384,-0.20124,0.2121,14304.0
